Phrase,Frequency
ami,1
amount,1
analytic,1
another,1
answers,1
appears,1
applies,1
applying,1
apps,1
architecture,1
arrival,1
art,1
aspect,1
assessing,1
attempts,1
attract,1
australia,1
automobile,1
automotive,1
avail,1
available,1
avenues,1
avoidance,1
avoiding,1
away,1
backdrop,1
background,1
balanced,1
basic,1
became,1
becoming,1
begun,1
belgium,1
besides,1
blue,1
boston,1
bothered,1
bring,1
brought,1
buffer,1
cafes,1
calls,1
calm,1
calming,1
campaign,1
capital,1
capturing,1
carried,1
carry,1
cases,1
categories,1
census,1
center,1
centered,1
centre,1
certain,1
characterised,1
characterized,1
charging,1
che,1
choosing,1
circumstances,1
citizens,1
cl,1
clarify,1
closer,1
clusters,1
coefficient,1
coefficients,1
collected,1
collective,1
combination,1
comfort,1
coming,1
communicating,1
communication,1
compact,1
companies,1
complaints,1
complement,1
complete,1
components,1
concepts,1
concerns,1
concludes,1
conclusions,1
conjunction,1
connecting,1
connection,1
consequences,1
considerable,1
consideration,1
considerations,1
consistency,1
consistently,1
consists,1
constant,1
construct,1
contemporary,1
content,1
contested,1
contexts,1
continually,1
continue,1
contributed,1
convenient,1
cooperative,1
cores,1
corona,1
counter,1
cpi,1
cramer,1
crawling,1
creating,1
crisis,1
critique,1
crowd,1
cultural,1
cyclists,1
database,1
decade,1
decades,1
decline,1
defined,1
del,1
demographic,1
demonstrate,1
demonstrates,1
density,1
dependency,1
derived,1
desirable,1
desire,1
detecting,1
determination,1
diesel,1
differ,1
differently,1
dim,1
dimensional,1
directional,1
discourse,1
discussed,1
disease,1
disregard,1
distinctive,1
distinguished,1
dominated,1
drawing,1
driven,1
dual,1
dynamic,1
dynamics,1
earnings,1
eastern,1
education,1
educational,1
elections,1
elements,1
elevated,1
eligibility,1
eliminate,1
em,1
embedded,1
emerges,1
employing,1
employment,1
enables,1
encouraging,1
endeavor,1
engage,1
engagement,1
enhanced,1
ensuring,1
entire,1
environments,1
equality,1
equivalent,1
escaping,1
established,1
estimated,1
estimates,1
etc,1
ethnic,1
europe,1
ev,1
events,1
everyday,1
evolution,1
examine,1
exceeding,1
exclusion,1
existence,1
expanding,1
expected,1
experiences,1
experiment,1
experts,1
explain,1
explanations,1
explores,1
exponential,1
expressing,1
expressive,1
extensive,1
extent,1
extremes,1
fabric,1
face,1
faced,1
fact,1
fare,1
farther,1
feasible,1
fields,1
fine,1
firstly,1
fixed,1
focuses,1
followed,1
forming,1
forward,1
foster,1
fragmentation,1
fragmented,1
frustration,1
fully,1
functionality,1
gain,1
garnered,1
gee,1
geographic,1
globe,1
goal,1
goals,1
governance,1
graffiti,1
great,1
greater,1
greece,1
greens,1
growing,1
guidance,1
hand,1
happened,1
happening,1
heavy,1
help,1
helping,1
hence,1
highest,1
highlighted,1
highly,1
hind,1
historical,1
holiday,1
hottest,1
house,1
hub,1
identification,1
identifying,1
ignoring,1
illustrate,1
illustrated,1
impacted,1
implementing,1
importantly,1
improper,1
inadequate,1
inc,1
included,1
inclusion,1
incorporates,1
india,1
induce,1
induced,1
industry,1
influenced,1
influencing,1
influential,1
informed,1
inn,1
innovative,1
installations,1
instead,1
int,1
integrate,1
intense,1
intensified,1
intensive,1
intent,1
intentions,1
interested,1
interesting,1
internal,1
intervention,1
interviewed,1
investigated,1
investigates,1
investigating,1
january,1
jobs,1
june,1
kilometres,1
lacking,1
laid,1
largest,1
leaving,1
lebanon,1
left,1
lighting,1
likelihood,1
likewise,1
limit,1
link,1
linked,1
linking,1
links,1
lives,1
located,1
london,1
lowest,1
made,1
main,1
mainly,1
maintenance,1
majority,1
make,1
makers,1
manchester,1
manifest,1
manifold,1
manitoba,1
markedly,1
marking,1
mass,1
matching,1
material,1
matrix,1
mats,1
maxim,1
maximum,1
mc,1
means,1
meanwhile,1
measured,1
meet,1
met,1
meteorological,1
metropolis,1
mid,1
mile,1
min,1
mix,1
modelling,1
moderate,1
modifications,1
monthly,1
moreover,1
mostly,1
nature,1
nearest,1
nearly,1
necessity,1
negatively,1
neglect,1
nevertheless,1
niche,1
night,1
nonlinear,1
nordic,1
notable,1
nowadays,1
observations,1
observed,1
obtained,1
occur,1
offer,1
offering,1
office,1
ontario,1
opposition,1
option,1
options,1
order,1
organised,1
original,1
origins,1
outdoor,1
outlook,1
outside,1
overlap,1
overs,1
overview,1
owners,1
pa,1
package,1
pairs,1
paris,1
partial,1
partially,1
participants,1
party,1
passengers,1
paths,1
pearson,1
peer,1
perform,1
performance,1
performed,1
periodic,1
personal,1
perspectives,1
phenomenon,1
plays,1
point,1
points,1
popular,1
possible,1
possibly,1
poverty,1
pre,1
predicted,1
preferred,1
premium,1
presenting,1
pressure,1
prevailing,1
prevalent,1
price,1
priorities,1
priority,1
prism,1
problem,1
processed,1
processes,1
produce,1
producing,1
program,1
progress,1
prominence,1
prominent,1
promising,1
promote,1
promoted,1
prop,1
properly,1
protocol,1
prove,1
proving,1
proximity,1
pseudo,1
publications,1
published,1
pulled,1
purchase,1
purposes,1
pushed,1
quan,1
quantitative,1
quiet,1
radius,1
rail,1
range,1
rarely,1
ratio,1
reach,1
readiness,1
realistic,1
realized,1
reason,1
reasons,1
received,1
receiving,1
recently,1
recommended,1
recovery,1
red,1
reference,1
refined,1
regarding,1
regulations,1
reinforce,1
relative,1
remarkable,1
renovations,1
repeat,1
residence,1
resident,1
resolution,1
respond,1
responsible,1
restrictions,1
retrieved,1
returns,1
revealed,1
reviewed,1
reviewing,1
risks,1
rome,1
rule,1
safe,1
saw,1
scanner,1
scarce,1
scenarios,1
scheme,1
scholarly,1
scope,1
score,1
scores,1
scrutiny,1
se,1
seam,1
search,1
secondly,1
seeks,1
seen,1
selection,1
selections,1
semi,1
sensor,1
serious,1
serves,1
set,1
sets,1
setting,1
settings,1
sg,1
sha,1
sharpe,1
shed,1
shenzhen,1
shifting,1
shopping,1
shown,1
shows,1
sidewalk,1
sign,1
situated,1
situation,1
sized,1
sky,1
slow,1
socially,1
society,1
software,1
solution,1
spread,1
spreading,1
stakeholders,1
stand,1
standing,1
stated,1
staying,1
strategic,1
stronger,1
structures,1
su,1
subsequently,1
substantive,1
succeed,1
successful,1
suit,1
suitable,1
sum,1
summarized,1
suppression,1
switch,1
synth,1
systematically,1
tailored,1
taking,1
technological,1
technologies,1
temporal,1
thematic,1
theme,1
themes,1
thinking,1
thoroughly,1
though,1
tier,1
tools,1
tourist,1
transform,1
travelled,1
travels,1
trend,1
triggered,1
truck,1
tuned,1
turning,1
turns,1
twenty,1
twice,1
typical,1
ua,1
una,1
unclear,1
undermine,1
understood,1
undertaken,1
une,1
uneven,1
uniform,1
universal,1
unprecedented,1
update,1
utc,1
utilities,1
utility,1
utilizes,1
utilizing,1
utrecht,1
vacation,1
valid,1
variations,1
vary,1
varying,1
vast,1
vegetation,1
viable,1
visit,1
vo,1
volume,1
vs,1
vulnerable,1
waiting,1
weak,1
wealth,1
weekday,1
weekend,1
weekends,1
weekly,1
whereas,1
white,1
wide,1
wider,1
winnipeg,1
working,1
worthy,1
yield,1
york,1
